2026-01-23T07:07:21.707Z,"Suicidal thoughts, ideas, tendencies, etc"
2026-01-23T07:34:17.052Z,the damage i’ve done to myself
2026-01-23T09:44:33.155Z,hate
2026-01-23T11:14:53.015Z,greed
2026-01-23T12:10:04.857Z,world peace
2026-01-23T12:10:35.181Z,buying sunglasses
2026-01-23T12:10:45.178Z,lame friends
2026-01-23T12:10:52.082Z,shit haircut
2026-01-23T13:14:25.058Z,2+2
2026-01-23T13:32:25.595Z,offline
2026-01-23T13:34:48.452Z,World peace
2026-01-23T13:39:28.954Z,life
2026-01-23T13:43:33.176Z,roko's basilisk
2026-01-23T13:50:28.047Z,world hunger
2026-01-23T14:54:13.321Z,Offline
2026-01-23T15:32:18.802Z,All of them
2026-01-23T15:40:02.708Z,homelessness
2026-01-23T16:24:56.727Z,Trolley problem
2026-01-23T16:38:54.755Z,My diabetes
2026-01-23T18:52:44.444Z,What kept me alive
2026-01-23T18:56:51.186Z,dfsaf
,
2026-01-23T20:53:18.430Z,Financial comfortability
2026-01-23T21:49:33.817Z,Debt
2026-01-23T23:34:38.947Z,hhe
2026-01-23T23:36:28.375Z,Republicans
2026-01-23T23:44:43.408Z,I need new clothes
2026-01-23T23:46:23.551Z,nga
2026-01-24T00:47:31.431Z,Hunger
2026-01-24T01:41:21.527Z,fuck ice
2026-01-24T01:56:21.600Z,ANYTHING
2026-01-24T04:10:30.599Z,world hunger
2026-01-24T04:18:15.263Z,ur mom
2026-01-24T06:22:27.714Z,Ice kidnapping people
2026-01-24T06:26:29.082Z,Hunger
2026-01-24T06:34:27.605Z,Bag
2026-01-24T13:09:42.476Z,i need clothes
2026-01-24T13:10:00.334Z,paying for period products
2026-01-24T18:11:05.544Z,What the point of this website is and when I can buy clothing online lol
2026-01-24T18:18:07.175Z,if I dont get these shoes im gonna kill myself
2026-01-24T18:18:23.291Z,not having these shoes
2026-01-24T18:19:37.723Z,world hunger
2026-01-24T18:57:10.381Z,Mental health problems
2026-01-24T19:45:34.011Z,Money
2026-01-24T20:58:42.285Z,Baba boee
2026-01-24T21:38:30.456Z,everything
2026-01-24T23:19:17.765Z,homelessness
2026-01-25T00:27:53.014Z,i dont know
2026-01-25T01:41:25.052Z,World peace
2026-01-25T02:11:07.894Z,ONLINE
2026-01-25T02:31:16.597Z,i want to solve the water shortage problem
2026-01-25T03:24:53.587Z,a two state solution that resolves my impotence
2026-01-25T04:27:02.089Z,y
2026-01-25T04:53:02.813Z,Fear
2026-01-25T06:16:53.612Z,audience member
2026-01-25T08:29:47.069Z,Mental illnesses
2026-01-25T08:39:53.921Z,nothing
2026-01-25T12:23:06.012Z,offline
2026-01-25T16:36:39.800Z,Black on black crime
2026-01-25T16:37:39.054Z,Politics being at the forefront of what everyone cares about most
2026-01-25T17:23:43.391Z,Ice
2026-01-25T17:38:56.009Z,inflation
2026-01-25T19:29:00.666Z,Night Terrors
2026-01-25T21:13:59.213Z,campus
2026-01-25T21:15:29.085Z,Holiday European shipping costs
2026-01-25T21:15:55.550Z,The way I’m treated by my family
2026-01-25T21:22:41.395Z,Nice sweatshirt
2026-01-25T21:25:00.909Z,CANCER
2026-01-25T21:25:20.972Z,audience member 2026
2026-01-25T21:28:38.186Z,FUCK ICE
2026-01-25T21:32:48.384Z,it’d be cool if holiday could use their platform to help spread awareness about ICE and help make a difference in the LA fashion scene and worldwide with clothes.
2026-01-25T21:36:01.735Z,The palestine genocide
2026-01-25T21:39:28.162Z,My shyness
2026-01-25T21:48:33.324Z,i wish i had a suggestive themes hoodie
2026-01-25T21:50:56.285Z,holiday not sending me my orders from like 6 months ago hmu big dawg adenmaniatnt@gmail
2026-01-25T22:01:26.560Z,Getting a creative based job this summer 😣 someone hire me im a great photographer nd i can use canva
2026-01-25T22:05:54.627Z,Our government
2026-01-25T22:08:57.210Z,How hard it is to find balance
2026-01-25T22:16:37.523Z,Lying in relationships
2026-01-25T22:36:57.593Z,feeling alone
2026-01-25T22:45:16.067Z,The poverty of my community
2026-01-25T23:24:12.820Z,Twinks in the fashion industry
2026-01-25T23:26:56.593Z,Brain fog
2026-01-25T23:26:58.926Z,Help all the pretty girls style who can’t dress
2026-01-25T23:30:10.718Z,My moms anger issues
2026-01-25T23:42:22.206Z,hate
2026-01-25T23:42:50.545Z,oppression of all people’s
2026-01-25T23:44:46.514Z,the sheer cost of living. college students shouldn’t need tow jobs and an of to survive
2026-01-26T00:41:05.632Z,my mother
2026-01-26T00:53:20.122Z,67
2026-01-26T01:03:08.099Z,Mistreatment of humans everywhere and making sure people in power have some fucking empathy!!
2026-01-26T02:09:40.174Z,deez
2026-01-26T02:19:20.554Z,war
2026-01-26T03:16:08.366Z,Financial freedom
2026-01-26T03:31:54.417Z,hunger
2026-01-26T03:44:32.607Z,world peace
2026-01-26T04:07:50.791Z,pee
2026-01-26T05:22:48.682Z,The disconnect that makes us capable of truly hating each other
2026-01-26T06:18:19.659Z,why haven’t you spoke out about ice?
2026-01-26T07:42:22.760Z,ice
2026-01-26T09:08:37.100Z,Disease
2026-01-26T11:18:40.846Z,money problems
2026-01-26T12:35:35.243Z,ice
2026-01-26T17:43:45.533Z,infinite resources
2026-01-26T18:30:24.983Z,Bbj
2026-01-26T23:58:43.849Z,dnnfd
2026-01-27T02:58:06.028Z,why my pp itch :(
2026-01-27T03:07:27.583Z,My life
2026-01-27T04:30:13.145Z,ma life
2026-01-27T11:39:02.137Z,america
2026-01-27T14:29:33.654Z,ICE
2026-01-27T17:49:30.751Z,Not being fresh to death 24/7
2026-01-27T19:56:01.739Z,Revolution
2026-01-27T21:31:21.688Z,Revolution
2026-01-27T21:31:43.808Z,Revolution
2026-01-27T21:32:04.339Z,Believe
2026-01-28T03:35:03.617Z,people being inhumane
2026-01-28T04:06:33.840Z,my chronically chapped lips
2026-01-28T05:24:47.628Z,Shop
2026-01-28T06:21:47.169Z,Money
2026-01-28T06:29:20.519Z,offline
2026-01-28T06:33:30.204Z,Ego
2026-01-28T06:42:55.568Z,Preservatives in food
2026-01-28T06:47:28.919Z,Having no money to buy the rambos
2026-01-28T06:49:51.614Z,Kanye west
2026-01-28T07:04:33.922Z,cold fusion
2026-01-28T07:14:26.055Z,Streetwear
2026-01-28T07:43:13.659Z,World peace
2026-01-28T07:50:35.625Z,Revolution
2026-01-28T07:50:57.865Z,Offline
2026-01-28T08:27:32.834Z,offline
2026-01-28T08:27:47.184Z,world peace
2026-01-28T11:17:51.660Z,Offline
2026-01-28T11:50:50.473Z,world hunger
2026-01-28T16:23:47.748Z,Offline
2026-01-28T16:58:28.758Z,ICE in my state
2026-01-28T17:15:01.000Z,The world not being matriarchal
2026-01-28T17:30:36.798Z,greed
2026-01-28T17:40:47.062Z,chemical imbalance. Everyone deserves the same shot at feeling happy when they wake up
2026-01-28T17:43:35.117Z,Offline
2026-01-28T18:23:56.126Z,Drip
2026-01-28T18:43:51.962Z,the need for external validation
2026-01-28T20:26:12.511Z,iPad kids
2026-01-28T20:35:24.025Z,Being broke
2026-01-28T20:43:15.996Z,World peace
2026-01-28T20:48:00.948Z,mental illness
2026-01-28T20:56:33.791Z,Idk man
2026-01-28T20:56:50.833Z,I’d probably make your website usable
2026-01-28T21:38:28.903Z,world peace
2026-01-28T21:45:22.905Z,Loneliness.
2026-01-28T22:32:41.870Z,holiday
2026-01-28T23:40:25.763Z,hatred
2026-01-29T00:17:23.482Z,how to be fufillied at work
2026-01-29T01:19:05.238Z,Everything
2026-01-29T01:29:15.954Z,are you happy?
